frame, timestamp, confidence, success, Tx, Ty, Tz, Rx, Ry, Rz
261, 17.3333, 0.964667, 1, -62.9996, 21.4685, 588.16, 13.8741, 0.444003, 2.57173
262, 17.4, 0.962199, 1, -62.7126, 18.3066, 585.288, 12.5425, 1.76155, 1.69759
263, 17.4667, 0.959432, 1, -62.1413, 15.6232, 583.974, 11.038, 2.75031, 1.09191
264, 17.5333, 0.963914, 1, -61.4114, 13.3952, 583.017, 9.45597, 3.42812, 0.857453
265, 17.6, 0.963982, 1, -60.5862, 11.6166, 580.742, 8.14315, 4.05092, 0.570582
266, 17.6667, 0.95977, 1, -59.5582, 11.0538, 578.06, 7.42525, 4.66133, 0.313535
267, 17.7333, 0.966463, 1, -58.5121, 12.0502, 576.487, 7.915, 4.9828, 0.294058
268, 17.8, 0.967609, 1, -57.2468, 13.6203, 576.026, 8.7254, 5.05752, 0.104461
269, 17.8667, 0.962592, 1, -55.687, 15.0854, 573.512, 9.37304, 4.87547, 0.104826
270, 17.9333, 0.966101, 1, -54.1482, 16.1002, 570.483, 10.0987, 4.56596, 0.1528
271, 18, 0.964772, 1, -52.6122, 17.1403, 565.377, 10.7164, 4.34111, 0.225299
272, 18.0667, 0.964716, 1, -50.8734, 18.27, 560.713, 11.2351, 3.93954, 0.120771
273, 18.1333, 0.962591, 1, -48.6524, 19.5049, 556.461, 11.9948, 3.51325, 0.00838511
274, 18.2, 0.960246, 1, -46.2199, 20.631, 553.06, 12.9433, 3.01171, 0.0484745
275, 18.2667, 0.960841, 1, -43.9044, 21.4445, 550.994, 13.237, 2.32435, 0.187916
276, 18.3333, 0.960592, 1, -41.9455, 22.1019, 550.312, 13.5458, 1.84131, 0.236398
277, 18.4, 0.959887, 1, -40.3059, 22.7805, 550.458, 13.7701, 1.52477, 0.319463
278, 18.4667, 0.955883, 1, -38.6464, 23.3769, 550.981, 13.7302, 1.054, 0.507425
279, 18.5333, 0.957082, 1, -37.148, 23.8422, 551.436, 13.7342, 0.433666, 0.659532
280, 18.6, 0.955571, 1, -35.966, 24.021, 552.688, 13.4163, -0.240819, 0.646304
281, 18.6667, 0.957441, 1, -34.9224, 23.8085, 553.149, 12.8465, -0.826333, 0.704844
282, 18.7333, 0.956495, 1, -34.1182, 23.5293, 553.413, 12.4439, -1.27445, 0.808046
283, 18.8, 0.956822, 1, -33.7151, 23.3933, 553.404, 12.5259, -1.42856, 0.912684
284, 18.8667, 0.956321, 1, -33.9023, 23.3091, 552.904, 12.5042, -1.42271, 0.916475
285, 18.9333, 0.959349, 1, -34.1285, 23.2162, 552.708, 12.5143, -1.41738, 0.851421
286, 19, 0.955449, 1, -34.428, 23.1285, 552.628, 12.5555, -1.44011, 0.884853
287, 19.0667, 0.957765, 1, -34.4279, 23.1858, 551.909, 12.6069, -1.6042, 1.01352
288, 19.1333, 0.955247, 1, -34.3855, 23.1929, 551.264, 12.6744, -1.80473, 1.07585
289, 19.2, 0.957179, 1, -34.2223, 23.3505, 551.168, 12.6821, -2.01803, 1.07095
290, 19.2667, 0.95595, 1, -34.0082, 23.5141, 550.798, 12.7248, -2.18256, 1.13528
291, 19.3333, 0.957357, 1, -33.7678, 23.6329, 549.671, 12.9889, -2.29771, 1.18229
292, 19.4, 0.957344, 1, -33.5896, 23.8312, 549.693, 13.14, -2.33807, 1.21111
293, 19.4667, 0.952846, 1, -33.3973, 24.2259, 549.576, 13.1202, -2.41567, 1.19233
294, 19.5333, 0.955143, 1, -33.4604, 24.3827, 549.723, 13.2062, -2.32866, 1.20497
295, 19.6, 0.958444, 1, -33.5901, 24.5412, 549.334, 13.4287, -2.25148, 1.22567
296, 19.6667, 0.959033, 1, -33.8145, 24.5283, 549.72, 13.5629, -2.25155, 1.15852
297, 19.7333, 0.956574, 1, -33.9838, 24.608, 549.416, 13.5873, -2.2938, 1.09096
298, 19.8, 0.954597, 1, -34.278, 24.6886, 550.154, 13.5148, -2.14196, 1.049
299, 19.8667, 0.953493, 1, -34.4248, 24.7251, 549.599, 13.6495, -2.11472, 1.01261
300, 19.9333, 0.954041, 1, -34.5839, 24.8235, 550.338, 13.5486, -2.04881, 0.952669
301, 20, 0.953073, 1, -34.5398, 24.7687, 549.595, 13.7912, -2.10273, 0.962116
302, 20.0667, 0.951634, 1, -34.5875, 24.8833, 550.239, 13.6383, -2.05247, 0.926206
303, 20.1333, 0.953625, 1, -34.8267, 24.9693, 550.04, 13.7569, -2.02707, 0.750417
304, 20.2, 0.954123, 1, -35.3292, 24.8835, 547.805, 13.6301, -2.18167, 0.140136
305, 20.2667, 0.953075, 1, -35.4846, 24.8712, 546.648, 13.5632, -2.0934, -0.166907
306, 20.3333, 0.952927, 1, -35.7242, 24.9615, 547.06, 13.9218, -1.83116, -0.251097
307, 20.4, 0.953092, 1, -35.9489, 25.0499, 547.208, 13.7123, -1.54998, -0.287026
308, 20.4667, 0.956365, 1, -36.569, 25.2577, 547.799, 13.9265, -1.02593, -0.416218
309, 20.5333, 0.953187, 1, -37.505, 25.4144, 548.223, 14.4485, -0.248351, -0.556048
310, 20.6, 0.950634, 1, -38.2496, 25.4311, 548.423, 14.7577, 0.355859, -0.714055
311, 20.6667, 0.953356, 1, -38.6259, 25.5177, 548.288, 14.8392, 0.560441, -0.79436
312, 20.7333, 0.95392, 1, -38.7212, 25.7206, 548.672, 15.026, 0.604178, -0.840509
313, 20.8, 0.956436, 1, -38.6372, 25.8369, 548.127, 15.0623, 0.39148, -0.813958
314, 20.8667, 0.95452, 1, -38.6312, 25.9674, 547.992, 15.0823, 0.296615, -0.823684
315, 20.9333, 0.950502, 1, -38.7149, 26.0575, 548.259, 15.0805, 0.298794, -0.868266
316, 21, 0.953435, 1, -38.8892, 26.1195, 548.202, 15.2952, 0.406303, -0.918698
317, 21.0667, 0.953147, 1, -39.1171, 26.2465, 548.279, 15.4404, 0.488178, -0.968627
318, 21.1333, 0.953326, 1, -39.2769, 26.3806, 548.284, 15.3679, 0.571254, -0.970232
319, 21.2, 0.952145, 1, -39.4319, 26.5003, 548.135, 15.476, 0.538988, -0.979932
320, 21.2667, 0.950883, 1, -39.5818, 26.6199, 547.612, 15.595, 0.581588, -0.957236
321, 21.3333, 0.95274, 1, -39.7194, 26.7112, 547.613, 15.7905, 0.612252, -0.947923
322, 21.4, 0.954284, 1, -39.868, 26.814, 547.842, 15.7121, 0.659374, -0.971254
323, 21.4667, 0.952705, 1, -39.9435, 26.7209, 548.284, 15.5002, 0.655848, -1.02962
324, 21.5333, 0.954911, 1, -39.9026, 26.6426, 548.089, 15.3038, 0.568666, -0.994522
325, 21.6, 0.955553, 1, -39.8488, 26.6558, 547.954, 15.3756, 0.512149, -0.933198
326, 21.6667, 0.95299, 1, -39.589, 26.717, 547.985, 15.2592, 0.454769, -0.840677
327, 21.7333, 0.954024, 1, -39.3402, 26.7774, 548.691, 15.1532, 0.303511, -0.834472
328, 21.8, 0.955175, 1, -39.1307, 26.8488, 548.124, 15.317, 0.353117, -0.773374
329, 21.8667, 0.953651, 1, -38.9672, 26.9726, 548.459, 15.3885, 0.308007, -0.752471
330, 21.9333, 0.956234, 1, -38.664, 27.1185, 549.327, 15.3819, 0.214707, -0.604251
331, 22, 0.960249, 1, -38.1655, 27.2685, 550.078, 15.5915, 0.229197, -0.360588
332, 22.0667, 0.959076, 1, -38.0474, 27.3143, 549.895, 15.5823, 0.181283, -0.339375
333, 22.1333, 0.959131, 1, -37.8728, 27.3631, 549.625, 15.5039, 0.121599, -0.305668
334, 22.2, 0.958763, 1, -37.6709, 27.4371, 549.929, 15.6004, 0.0976153, -0.226922
335, 22.2667, 0.959275, 1, -37.491, 27.5499, 549.862, 15.6337, 0.1233, -0.17352
336, 22.3333, 0.959607, 1, -37.4123, 27.6521, 550.203, 15.8097, 0.175123, -0.16674
337, 22.4, 0.960148, 1, -37.1705, 27.6594, 549.789, 15.605, 0.0142685, -0.0893467
338, 22.4667, 0.960498, 1, -36.9973, 27.702, 549.668, 15.6629, -0.0644419, -0.00549804
339, 22.5333, 0.960894, 1, -36.9095, 27.794, 549.378, 15.6429, -0.123812, -0.0314137
340, 22.6, 0.958059, 1, -36.8711, 27.854, 549.426, 15.7089, -0.0674032, -0.029617
341, 22.6667, 0.959946, 1, -36.8107, 27.8449, 549.459, 15.7628, -0.111348, -0.0300962
342, 22.7333, 0.958578, 1, -36.7882, 27.8493, 549.72, 15.7587, -0.0670622, -0.0233479
343, 22.8, 0.959242, 1, -36.8525, 27.8155, 549.767, 15.6671, -0.122774, -0.023433
344, 22.8667, 0.958435, 1, -36.8269, 27.8845, 549.439, 15.7653, -0.121323, -0.0368687
345, 22.9333, 0.957245, 1, -36.8153, 27.961, 549.503, 15.8536, -0.240027, -0.0339115
346, 23, 0.958438, 1, -36.8633, 28.0844, 549.723, 15.8987, -0.163363, -0.0611116
347, 23.0667, 0.960106, 1, -37.0363, 28.1389, 549.734, 15.9227, -0.111771, -0.0826165
348, 23.1333, 0.960246, 1, -37.1663, 28.2119, 549.57, 15.9922, -0.0867278, -0.0756718
349, 23.2, 0.959253, 1, -37.3789, 28.3053, 549.471, 15.9894, -0.0651429, -0.0758165
350, 23.2667, 0.956256, 1, -37.5693, 28.723, 552.246, 16.1862, 0.0517642, -0.0267787
351, 23.3333, 0.960047, 1, -37.9768, 29.3657, 556.668, 16.0778, 0.167199, 0.112626
352, 23.4, 0.960483, 1, -38.2632, 29.4656, 557.568, 16.1187, 0.176063, 0.122078
353, 23.4667, 0.959817, 1, -38.3674, 29.558, 557.901, 16.167, 0.0761429, 0.0902848
354, 23.5333, 0.961006, 1, -38.3606, 29.6893, 558.17, 16.1674, -0.0669214, 0.126568
355, 23.6, 0.960925, 1, -38.2467, 29.9033, 558.811, 16.1249, -0.273983, 0.20966
356, 23.6667, 0.959464, 1, -38.1183, 30.0907, 559.042, 16.161, -0.403941, 0.230826
357, 23.7333, 0.959665, 1, -37.9737, 30.2983, 558.823, 16.2668, -0.434429, 0.324022
358, 23.8, 0.962166, 1, -37.8612, 30.5053, 558.458, 16.2889, -0.555316, 0.359667
359, 23.8667, 0.960325, 1, -37.7537, 30.6134, 558.22, 16.2773, -0.64159, 0.351241
360, 23.9333, 0.959054, 1, -37.7466, 30.6944, 558.174, 16.3656, -0.668462, 0.3441
361, 24, 0.959013, 1, -37.7696, 30.8099, 558.139, 16.5244, -0.596584, 0.272791
362, 24.0667, 0.959433, 1, -37.7612, 31.0185, 557.998, 16.7277, -0.589643, 0.256508
363, 24.1333, 0.960226, 1, -37.7016, 31.1552, 557.945, 16.9735, -0.603753, 0.24877
364, 24.2, 0.958428, 1, -37.776, 31.245, 558.259, 16.9857, -0.571633, 0.25026
365, 24.2667, 0.958994, 1, -37.8448, 31.2901, 558.265, 16.997, -0.530901, 0.25667
366, 24.3333, 0.956615, 1, -37.887, 31.3573, 558.337, 17.077, -0.468285, 0.215059
367, 24.4, 0.956993, 1, -37.9277, 31.4373, 558.601, 17.2147, -0.443331, 0.208049
368, 24.4667, 0.955711, 1, -37.8819, 31.4808, 558.583, 17.3082, -0.392434, 0.164222
369, 24.5333, 0.957251, 1, -37.8623, 31.4857, 558.978, 17.3332, -0.368878, 0.16214
370, 24.6, 0.956513, 1, -37.8296, 31.4884, 558.927, 17.3345, -0.392186, 0.17816
371, 24.6667, 0.956357, 1, -37.8349, 31.4466, 558.875, 17.594, -0.311096, 0.133757
372, 24.7333, 0.959332, 1, -37.8583, 31.1502, 556.365, 17.6566, -0.350018, -0.00608219
373, 24.8, 0.956208, 1, -37.7697, 30.9826, 554.738, 17.5041, -0.4011, -0.0374204
374, 24.8667, 0.956636, 1, -37.7891, 30.9533, 554.511, 17.4798, -0.43697, -0.0522793
375, 24.9333, 0.955497, 1, -37.7641, 30.8965, 553.88, 17.4629, -0.438091, -0.0946476
376, 25, 0.953831, 1, -37.8032, 30.8748, 553.62, 17.3215, -0.378636, -0.0953327
377, 25.0667, 0.954231, 1, -37.8298, 30.9289, 553.614, 17.388, -0.286138, -0.0677288
378, 25.1333, 0.955751, 1, -37.8407, 30.965, 553.873, 17.3566, -0.289161, -0.0699623
379, 25.2, 0.954918, 1, -37.8412, 30.944, 553.533, 17.3288, -0.249362, -0.0481305
380, 25.2667, 0.955088, 1, -37.7873, 30.9062, 553.146, 17.3212, -0.306817, -0.02046
381, 25.3333, 0.956893, 1, -37.7204, 30.9186, 553.254, 17.2942, -0.328166, -0.0334706
382, 25.4, 0.955108, 1, -37.6326, 30.8278, 552.812, 17.3369, -0.382946, 0.00172646
383, 25.4667, 0.958857, 1, -37.5914, 30.5104, 551.483, 17.6825, -0.324722, -0.0284561
384, 25.5333, 0.956702, 1, -37.5651, 30.008, 549.215, 17.7373, -0.27361, -0.0172262
385, 25.6, 0.960519, 1, -37.9838, 29.6725, 549.214, 17.5556, -0.286956, 0.00930982
386, 25.6667, 0.96201, 1, -38.7479, 28.9488, 549.351, 17.406, -0.0443756, -0.0150315
387, 25.7333, 0.961824, 1, -40.0305, 27.8093, 549.982, 17.0221, 0.194092, 0.0875798
388, 25.8, 0.961171, 1, -42.1342, 26.6074, 550.293, 16.692, 0.844957, 0.03963
389, 25.8667, 0.966078, 1, -44.0562, 24.6804, 550.514, 15.682, 1.2716, 0.196665
390, 25.9333, 0.965629, 1, -46.3555, 22.4182, 549.043, 14.0287, 1.31877, 0.489012
391, 26, 0.959993, 1, -48.9598, 20.4834, 547.346, 13.0318, 1.10225, 0.636085
392, 26.0667, 0.959879, 1, -51.2078, 19.2504, 548.039, 12.0623, 1.13419, 0.396056
393, 26.1333, 0.959096, 1, -53.0253, 18.5066, 545.615, 11.8475, 1.26211, 0.0977406
394, 26.2, 0.962755, 1, -53.8328, 19.1022, 542.928, 12.5956, 1.5352, -0.043148
395, 26.2667, 0.958595, 1, -54.3326, 19.4967, 540.9, 13.0775, 1.66147, -0.0221324
396, 26.3333, 0.961016, 1, -54.4239, 19.486, 538.842, 13.4495, 1.67236, 0.0666256
397, 26.4, 0.965036, 1, -54.9467, 18.9947, 536.921, 13.3862, 1.50737, 0.132605
398, 26.4667, 0.967483, 1, -54.7986, 17.1428, 535.424, 13.2887, 1.61602, -0.146411
399, 26.5333, 0.977084, 1, -55.0856, 12.5391, 536.182, 12.3715, 2.1081, 0.0145266
400, 26.6, 0.972835, 1, -55.0059, 3.07953, 537.213, 9.06633, 3.27865, 0.365897
401, 26.6667, 0.971856, 1, -53.8726, -9.98776, 544.031, 2.22901, 2.71183, 0.468281
402, 26.7333, 0.852969, 1, -58.2127, -17.5988, 597.668, 6.21108, 5.88467, -0.0553193
403, 26.8, 0.971015, 1, -46.2063, -51.2733, 532.521, 11.9081, 2.2259, 1.31608
404, 26.8667, 0.977682, 1, -44.1428, -64.8977, 536.923, 5.98541, 1.62563, 1.92214
405, 26.9333, 0.976221, 1, -42.7032, -76.8688, 541.269, 4.13482, 1.56627, 1.78953
406, 27, 0.971665, 1, -42.2334, -84.7273, 548.88, 6.6549, 2.0429, 1.42338
407, 27.0667, 0.966121, 1, -41.2983, -91.0537, 555.561, 9.37904, 2.11197, 0.758301
408, 27.1333, 0.967627, 1, -40.7328, -92.6606, 564.271, 14.3507, 1.79104, 0.66449
409, 27.2, 0.956322, 1, -40.1623, -87.9058, 556.702, 20.4337, 2.04048, 0.519775
410, 27.2667, 0.954865, 1, -40.8047, -79.3359, 550.489, 21.9718, 3.26529, 0.520714
411, 27.3333, 0.961545, 1, -42.862, -57.9627, 540.325, 21.8274, 3.28007, 0.293836
412, 27.4, 0.922589, 1, -47.1638, -36.6559, 545.798, 22.4804, 3.14543, -0.470784
413, 27.4667, 0.930757, 1, -51.5517, -12.0351, 553.466, 21.0169, 3.49021, -0.64346
414, 27.5333, 0.929175, 1, -51.8264, -0.113009, 539.24, 27.5175, 3.77516, -1.13179
415, 27.6, 0.919479, 1, -51.2061, 11.4786, 528.838, 35.3445, 3.76736, -1.69979
416, 27.6667, 0.939249, 1, -52.9751, 16.4559, 546.16, 33.2697, 3.96274, -1.68229
417, 27.7333, 0.949291, 1, -56.2383, 18.2497, 567.022, 30.6416, 4.81256, -1.33094
418, 27.8, 0.967011, 1, -62.3708, 16.4048, 586.65, 26.4264, 6.66098, -0.784657
419, 27.8667, 0.960623, 1, -69.9881, 13.4443, 594.924, 24.0271, 8.5667, -0.367753
420, 27.9333, 0.96083, 1, -78.8288, 10.9949, 603.317, 23.3479, 11.0737, -0.897221
421, 28, 0.968134, 1, -87.5418, 3.28975, 625.047, 19.2052, 12.1375, -1.08308
422, 28.0667, 0.968953, 1, -96.4788, -16.2133, 641.94, 18.2807, 12.7159, -1.70081
423, 28.1333, 0.973452, 1, -102.507, -29.9724, 668.811, 11.0718, 16.3906, 0.365512
424, 28.2, 0.96665, 1, -108.94, -41.9124, 686.004, 2.56752, 19.2527, 1.60919
425, 28.2667, 0.933523, 1, -110.522, -41.048, 658.907, 1.4254, 20.9636, 1.23464
426, 28.3333, 0.937447, 1, -115.97, -24.6388, 608.099, 15.2868, 10.8996, 0.344808
427, 28.4, 0.918094, 1, -135.612, -9.03141, 605.125, 12.9072, 10.6019, 0.343978
428, 28.4667, 0.921404, 1, -157.817, 2.21958, 612.936, 12.5594, 11.0625, -1.95706
429, 28.5333, 0.853012, 1, -167.242, 7.5056, 605.224, 12.0787, 13.3197, -3.73711
430, 28.6, 0.972031, 1, -203.293, 12.5147, 647.524, 17.8938, 12.6969, -6.35921
431, 28.6667, 0.954929, 1, -215.819, 14.6807, 666.095, 17.9311, 15.4694, -8.11216
432, 28.7333, 0.967197, 1, -222.892, 17.0141, 683.492, 18.4885, 15.6358, -8.21669
433, 28.8, 0.97386, 1, -223.45, 20.1659, 699.089, 20.4141, 14.5474, -8.66641
434, 28.8667, 0.943199, 1, -214.8, 22.5402, 700.533, 23.9535, 8.77882, -8.12734
435, 28.9333, 0.916567, 1, -205.433, 24.0595, 706.688, 25.6922, 4.62699, -7.23722
436, 29, 0.820953, 1, -187.69, 21.9519, 672.485, 19.4171, -0.767284, -5.42689
437, 29.0667, 0.425882, 0, -186.592, 20.1449, 685.174, 13.4993, -3.25339, -4.10514
438, 29.1333, 0.250835, 0, -184.555, 17.2889, 678.907, 18.0659, -10.0573, 11.1224
439, 29.2, 0.258717, 0, -160.285, 12.4742, 641.37, 24.0408, -20.0987, 19.3458
440, 29.2667, 0.212083, 0, -143.323, 8.33829, 611.692, 25.9054, -26.5932, 24.0224
441, 29.3333, 0.943865, 1, -121.204, -2.67447, 813.967, 13.1255, 5.04357, -3.03042
442, 29.4, 0.949442, 1, -115.624, -8.94174, 819.33, 10.6376, 4.68565, -2.33231
443, 29.4667, 0.961867, 1, -111.45, -16.6543, 822.846, 7.99471, 3.98756, -2.03726
444, 29.5333, 0.966662, 1, -107.071, -27.151, 819.858, 3.49828, 3.70129, -2.58838
445, 29.6, 0.972029, 1, -103.351, -37.137, 812.53, -0.131038, 4.33712, -3.11272
446, 29.6667, 0.972899, 1, -101.418, -45.3584, 810.085, -1.14799, 5.38028, -3.13465
447, 29.7333, 0.972759, 1, -99.5281, -52.5937, 803.954, -1.49113, 6.488, -3.19296
448, 29.8, 0.963039, 1, -97.601, -54.054, 795.717, 0.124559, 7.41133, -3.61222
449, 29.8667, 0.965499, 1, -95.7337, -48.8905, 791.164, 5.50182, 7.22621, -3.34908
450, 29.9333, 0.966846, 1, -94.491, -37.3707, 783.027, 12.9552, 7.1684, -3.05117
451, 30, 0.94321, 1, -92.0704, -24.3803, 771.7, 20.9454, 6.32923, -3.4677
452, 30.0667, 0.728939, 1, -102.954, -24.3832, 855.488, 22.3234, 4.49576, -3.5505
453, 30.1333, 0.75185, 1, -108.07, -18.1809, 870.012, 21.2811, 3.99379, -4.42635
454, 30.2, 0.769025, 1, -111.291, -15.7637, 862.09, 18.6777, 5.09579, -2.76669
455, 30.2667, 0.810461, 1, -115.142, -18.5104, 857.409, 11.3904, 4.27209, -1.67806
456, 30.3333, 0.740557, 1, -114.85, -22.6504, 837.989, 6.42349, 3.51004, -0.792786
457, 30.4, 0.934909, 1, -94.0618, -4.79561, 677.168, 11.6911, 5.80096, -1.60024
458, 30.4667, 0.945111, 1, -92.2712, -6.50684, 652.858, 13.2799, 6.00611, -1.97655
459, 30.5333, 0.946781, 1, -90.8014, -7.80659, 629.204, 14.6549, 6.50784, -1.93357
460, 30.6, 0.949567, 1, -88.1259, -6.68388, 608.944, 16.342, 6.7709, -1.89083
461, 30.6667, 0.951933, 1, -84.1299, -5.20729, 595.187, 17.4893, 6.12256, -1.77517
462, 30.7333, 0.956605, 1, -79.0145, -3.45762, 583.437, 18.4383, 5.40195, -1.68539
463, 30.8, 0.956159, 1, -74.3503, -1.54652, 576.598, 18.5873, 5.45913, -1.72024
464, 30.8667, 0.958732, 1, -68.4493, -0.599112, 567.943, 17.3111, 5.94082, -1.89281
465, 30.9333, 0.95945, 1, -61.8032, -0.414671, 560.58, 14.4904, 5.91564, -1.5906
466, 31, 0.960344, 1, -55.5894, 1.57251, 555.551, 13.3898, 5.34325, -0.99541
467, 31.0667, 0.971387, 1, -50.7204, 5.6965, 550.697, 14.1022, 5.27054, -0.698818
468, 31.1333, 0.971241, 1, -47.2347, 11.7586, 544.818, 15.8798, 5.11727, -0.144673
469, 31.2, 0.970633, 1, -44.0613, 16.7821, 540.319, 17.0361, 4.62243, 0.365187
470, 31.2667, 0.970124, 1, -40.7417, 20.2948, 536.019, 16.9411, 3.97132, 0.542713
471, 31.3333, 0.969797, 1, -38.1752, 22.7831, 532.186, 16.7887, 3.42936, 0.833631
472, 31.4, 0.961731, 1, -35.8667, 24.3316, 527.59, 16.5881, 2.98847, 1.44037
473, 31.4667, 0.959906, 1, -33.8892, 25.1924, 523.159, 16.1828, 1.97849, 1.95703
474, 31.5333, 0.955174, 1, -31.7736, 25.9718, 519.588, 16.2927, 0.545568, 2.38935
475, 31.6, 0.948774, 1, -30.3, 26.102, 518.264, 15.1872, -0.839756, 3.27948
476, 31.6667, 0.952974, 1, -29.3885, 26.3168, 515.031, 14.2749, -2.18395, 3.53486
477, 31.7333, 0.959091, 1, -28.8957, 27.571, 514.29, 14.9241, -3.11903, 3.63863
478, 31.8, 0.954219, 1, -29.8693, 28.7425, 515.34, 15.5314, -3.42031, 3.58747
479, 31.8667, 0.95319, 1, -31.1608, 29.3816, 516.827, 15.9116, -3.35407, 3.65853
480, 31.9333, 0.951446, 1, -32.6158, 29.527, 518.113, 16.0355, -3.07593, 3.63909
481, 32, 0.952273, 1, -34.2087, 29.5196, 520.133, 16.0732, -2.61014, 3.55212
482, 32.0667, 0.953938, 1, -35.1354, 29.5278, 521.825, 15.957, -2.05796, 3.37097
483, 32.1333, 0.956459, 1, -35.6615, 29.335, 522.582, 15.6235, -1.75263, 3.29283
484, 32.2, 0.955911, 1, -36.1531, 28.8437, 523.736, 15.3709, -1.47702, 3.10634
485, 32.2667, 0.959673, 1, -37.5305, 28.1113, 522.375, 15.5679, -0.960426, 2.74353
486, 32.3333, 0.967234, 1, -39.2156, 27.4064, 520.844, 15.4322, 0.116871, 2.55862
487, 32.4, 0.968333, 1, -41.8706, 26.7002, 520.992, 15.6374, 1.65129, 2.10374
488, 32.4667, 0.964364, 1, -45.7462, 26.0087, 521.731, 16.4927, 3.84725, 1.2048
489, 32.5333, 0.96968, 1, -49.4854, 25.5972, 523.352, 17.3863, 6.29289, 0.65154
490, 32.6, 0.963022, 1, -53.2767, 25.7307, 526.913, 17.7447, 8.51497, -0.0884656
491, 32.6667, 0.945863, 1, -56.113, 26.2262, 531.371, 18.9236, 10.6869, -0.874373
492, 32.7333, 0.957443, 1, -57.2833, 26.3016, 531.842, 19.2779, 10.3852, -0.119995
493, 32.8, 0.950966, 1, -57.1037, 26.474, 531.827, 19.8742, 9.99288, 0.0243804
494, 32.8667, 0.960243, 1, -56.6148, 27.0263, 533.21, 19.2498, 9.62373, 0.0820395
495, 32.9333, 0.954342, 1, -55.2979, 27.4999, 532.381, 19.4683, 9.62733, -0.345154
496, 33, 0.959589, 1, -53.5504, 27.7483, 530.681, 18.8796, 8.37689, -0.290134
497, 33.0667, 0.961113, 1, -52.2254, 28.1775, 530.32, 18.9491, 7.85214, -0.465859
498, 33.1333, 0.96436, 1, -51.3824, 28.527, 530.075, 19.0986, 7.64967, -0.451456
499, 33.2, 0.95851, 1, -50.9384, 28.8189, 529.918, 19.2352, 7.64395, -0.389947
500, 33.2667, 0.958478, 1, -50.5379, 28.9802, 529.684, 19.4428, 7.53457, -0.338527
501, 33.3333, 0.96099, 1, -50.3077, 29.1436, 529.919, 19.3721, 7.42289, -0.307922
502, 33.4, 0.96085, 1, -49.9777, 29.173, 530.028, 19.3446, 7.42822, -0.184769
503, 33.4667, 0.957932, 1, -49.256, 29.173, 530.428, 19.059, 7.29243, 0.425412
504, 33.5333, 0.955329, 1, -48.9607, 29.1687, 529.722, 18.9487, 7.08998, 0.57302
505, 33.6, 0.954727, 1, -48.6329, 29.2487, 529.304, 18.9394, 6.96744, 0.661557
506, 33.6667, 0.959807, 1, -48.4086, 29.4353, 529.397, 19.0712, 6.88452, 0.784211
507, 33.7333, 0.958126, 1, -47.9485, 29.5885, 529.011, 18.957, 6.57575, 0.924717
508, 33.8, 0.955615, 1, -47.5329, 29.6766, 528.489, 19.2645, 6.45024, 0.963428
509, 33.8667, 0.955967, 1, -47.3572, 29.7771, 528.734, 19.401, 6.48213, 0.915277
510, 33.9333, 0.955864, 1, -47.3452, 29.8511, 528.907, 19.6151, 6.49982, 0.75235
511, 34, 0.95856, 1, -47.1914, 29.9561, 528.444, 19.751, 6.45092, 0.738778
512, 34.0667, 0.962224, 1, -47.0701, 30.15, 528.317, 19.6475, 6.45341, 0.7212
513, 34.1333, 0.960253, 1, -47.0495, 30.3482, 528.404, 19.9013, 6.42437, 0.512445
514, 34.2, 0.958053, 1, -47.0121, 30.5887, 529.363, 19.6912, 6.46374, 0.449305
515, 34.2667, 0.956287, 1, -46.8554, 30.6075, 528.3, 19.9684, 6.50756, 0.435932
516, 34.3333, 0.961191, 1, -46.681, 30.7476, 528.286, 19.9318, 6.46344, 0.411053
517, 34.4, 0.962272, 1, -46.4773, 30.8539, 527.629, 20.193, 6.45052, 0.3937
518, 34.4667, 0.961761, 1, -46.5108, 30.9387, 527.981, 20.34, 6.53473, 0.375934
519, 34.5333, 0.960472, 1, -46.3455, 30.9442, 527.577, 20.2173, 6.4897, 0.42445
520, 34.6, 0.96184, 1, -46.454, 31.0734, 528.721, 20.211, 6.53363, 0.396994
521, 34.6667, 0.953959, 1, -46.1809, 31.1051, 527.653, 20.5284, 6.56094, 0.357146
522, 34.7333, 0.957345, 1, -46.2897, 31.1959, 528.111, 20.4562, 6.53186, 0.358784
523, 34.8, 0.954382, 1, -46.142, 31.1178, 527.808, 20.4009, 6.56226, 0.336462
524, 34.8667, 0.95732, 1, -46.1542, 31.0613, 528.479, 20.2125, 6.54729, 0.345327
525, 34.9333, 0.956685, 1, -46.1482, 31.0665, 528.602, 20.3059, 6.62046, 0.354546
526, 35, 0.955657, 1, -46.0713, 31.1039, 528.272, 20.448, 6.76666, 0.274037
527, 35.0667, 0.957665, 1, -46.226, 31.1969, 528.79, 20.6079, 6.9683, 0.164288
528, 35.1333, 0.959857, 1, -46.5019, 31.2617, 528.161, 20.8993, 7.08648, -0.19842
529, 35.2, 0.958485, 1, -46.8543, 31.3998, 529.101, 20.798, 7.06189, -0.496761
530, 35.2667, 0.957907, 1, -46.7319, 31.3585, 528.133, 20.9157, 7.21941, -0.560663
531, 35.3333, 0.954017, 1, -46.7203, 31.3335, 527.563, 21.0813, 7.32563, -0.602025
532, 35.4, 0.958188, 1, -46.8111, 31.4219, 527.591, 21.3451, 7.61257, -0.616961
